headline,url,publisher,date,stock
Henry Schein shares are trading lower after Baird downgraded the stock from Outperform to Neutral.,https://www.benzinga.com/markets/wiim/19/01/12918702/henry-schein-shares-are-trading-lower-after-baird-downgraded-the-stock-f,Hal Lindon,2019-01-02 00:00:00,HSIC
"Amdocs Misses, Outlook Strong - Analyst Blog",https://www.benzinga.com/11/01/809907/amdocs-misses-outlook-strong-analyst-blog,webmaster,2011-01-26 00:00:00,DOX
Lipocine ReportsClinical Data For LPCN 1021At ENDO 2016 and ASA 41st Annual Conf.,https://www.benzinga.com/news/16/03/7762893/lipocine-reportsclinical-data-for-lpcn-1021at-endo-2016-and-asa-41st-annual-conf,Hal Lindon,2016-03-28 00:00:00,LPCN
Citi Comments On Dish Network And Possible Mobile Data Network,https://www.benzinga.com/analyst-ratings/analyst-color/11/04/1000141/citi-comments-on-dish-network-and-possible-mobile-data-n,Benzinga Staff,2011-04-13 00:00:00,DISH
Lake Street Upgrades Integra LifeSciences Holdings Corporation - Common Stock to Buy,https://www.benzinga.com/news/16/10/8617178/lake-street-upgrades-integra-lifesciences-holdings-corporation-common-stock-to-bu,Paul Quintaro,2016-10-28 00:00:00,IART
Former Central Bank Governor Says Brazil Needs Higher Primary Surplus to Cut Interest,https://www.benzinga.com/news/11/08/1886940/former-central-bank-governor-says-brazil-needs-higher-primary-surplus-to-cut-inte,Matthew Kennedy,2011-08-26 00:00:00,EWZ
"Avid Sees FY18 Adj. EBITDA $40M-$46M, Sales $410M-$420M vs $411.9M Estimate",https://www.benzinga.com/news/18/11/12654936/avid-sees-fy18-adj-ebitda-40m-46m-sales-410m-420m-vs-411-9m-estimate,Benzinga Newsdesk,2018-11-07 00:00:00,AVID
MTS Systems - Upgrades & Downgrades,https://www.benzinga.com/10/11/628129/mts-systems-upgrades-downgrades,webmaster,2010-11-19 00:00:00,MTSC
Fox 'Evaluating' Dish Network's DVR Feature To Allow Viewers To Avoid Commercials -WSJ,https://www.benzinga.com/news/12/05/2585187/fox-evaluating-dish-networks-dvr-feature-to-allow-viewers-to-avoid-commercials-ws,Charles Gross,2012-05-14 00:00:00,NWSA
90 Biggest Movers From Yesterday,https://www.benzinga.com/news/20/06/16219250/90-biggest-movers-from-yesterday,Lisa Levin,2020-06-10 05:46:49-04:00,IVR
Benzinga's Top Upgrades,https://www.benzinga.com/analyst-ratings/upgrades/16/01/6158927/benzingas-top-upgrades,Monica Gerson,2016-01-21 00:00:00,PSO
Morning Market Movers,https://www.benzinga.com/news/12/12/3199464/morning-market-movers,Lisa Levin,2012-12-26 00:00:00,FSGI
Enron Declared Bankruptcy 15 Years Ago Today,https://www.benzinga.com/news/16/12/8765101/enron-declared-bankruptcy-15-years-ago-today,Wayne Duggan,2016-12-02 00:00:00,AXP
Technical Alert: Intuit Bounces Off Morning Lows,https://www.benzinga.com/trading-ideas/technicals/16/08/8387865/technical-alert-intuit-bounces-off-morning-lows,Eddie Staley,2016-08-24 00:00:00,INTU
"UPDATE: Maxim Group Reiterates Buy Rating, Raises PT on Ariad Pharmaceuticals",https://www.benzinga.com/analyst-ratings/analyst-color/12/08/2803394/update-maxim-group-reiterates-buy-rating-raises-pt-on-ar,Dwight Einhorn,2012-08-03 00:00:00,ARIA
2 Micro-Cap Pharma Stocks Worth Watching,https://www.benzinga.com/analyst-ratings/analyst-color/15/05/5552465/two-micro-cap-pharma-stocks-worth-watching,Javier Hasse,2015-05-29 00:00:00,CBLI
"Live Nation Entertainment Acquires Cream Holdings, Terms Not Disclosed",https://www.benzinga.com/news/12/05/2572229/live-nation-entertainment-acquires-cream-holdings-terms-not-disclosed,Eddie Staley,2012-05-09 00:00:00,LYV
"CDC Director Frieden Says Will Like See Significant Number of Cases in Puerto Rico, Other US Territories; Says to Congress Needs Additional Resources for Fighting Zika -Reuters",https://www.benzinga.com/news/16/02/6242671/cdc-director-frieden-says-will-like-see-significant-number-of-cases-in-puerto-ric,Charles Gross,2016-02-10 00:00:00,INO
Amazon Says Increased Grocery Delivery Capacity By More Than 60%,https://www.benzinga.com/news/20/04/15928786/amazon-says-increased-grocery-delivery-capacity-by-more-than-60,Benzinga Newsdesk,2020-04-30 00:00:00,AMZN
Why Gilead's Stock Is Trading Lower Today,https://www.benzinga.com/news/20/04/15811968/why-gileads-stock-is-trading-lower-today,Tanzeel Akhtar,2020-04-15 00:00:00,GILD
"Benzinga's Political Roundup (AMD, AIG, T)",https://www.benzinga.com/generallifemisc/politics/11/05/1079578/benzingas-political-roundup-amd-aig-t,Jonathan Chen,2011-05-12 00:00:00,AIG
Newport Corporation Reports Q2 EPS of $0.20 vs $0.13 Est; Revenue of $134.20M vs $135.18M Est,https://www.benzinga.com/news/earnings/13/07/3801843/newport-corporation-reports-q2-eps-of-0-20-vs-0-13-est-revenue-of-134-20,Paul Quintaro,2013-07-31 00:00:00,NEWP
Fossil Exceeds Wall Street Earnings Estimates (FOSL),https://www.benzinga.com/markets/company-news/10/05/273405/fossil-exceeds-wall-street-earnings-estimates-fosl,Bud Fox,2010-05-11 00:00:00,FOSL
TPC Group Gets Nonbinding Proposal from Blackstone and Innospec for $44-46 per Share,https://www.benzinga.com/news/12/10/2974018/tpc-group-gets-nonbinding-proposal-from-blackstone-and-innospec-for-44-46-per-sha,Paul Quintaro,2012-10-08 00:00:00,BLK
Brent Slips on Rising Inventories,https://www.benzinga.com/news/13/05/3636050/brent-slips-on-rising-inventories,Laura Brodbeck,2013-05-31 00:00:00,BNO
UPDATE: Bank of America Upgrades Rating to Neutral and Raises PT to $48 on Newfield Exploration,https://www.benzinga.com/analyst-ratings/analyst-color/11/11/2142355/update-bank-of-america-upgrades-rating-to-neutral-and-ra,Joe Young,2011-11-21 00:00:00,NFX
33 Healthcare Stocks Moving In Wednesday's Pre-Market Session,https://www.benzinga.com/news/19/10/14644456/33-healthcare-stocks-moving-in-wednesdays-pre-market-session,Lisa Levin,2019-10-23 00:00:00,ANTM
This Day In Market History: Bernie Madoff Arrested,https://www.benzinga.com/general/education/17/12/10897161/on-this-day-in-market-history-bernie-madoff-arrested,Wayne Duggan,2017-12-11 00:00:00,FCAU
UPDATE: Jefferies Cuts PT to $38 on Newfield Exploration,https://www.benzinga.com/analyst-ratings/analyst-color/12/03/2393043/update-jefferies-cuts-pt-to-38-on-newfield-exploration,David Johnson,2012-03-02 00:00:00,NFX
Focus 5 ETF Gets A Dynamic Counterpart,https://www.benzinga.com/trading-ideas/long-ideas/16/03/7737102/focus-5-etf-gets-a-dynamic-counterpart,ETF Professor,2016-03-21 08:12:45-04:00,FBT
"CEOWORLD top 6 buy Materials stocks list for 28 April- SWC, SSRI, SLW, AAU, ROC, FCX",https://www.benzinga.com/11/04/1040455/ceoworld-top-6-buy-materials-stocks-list-for-28-april-swc-ssri-slw-aau-roc-fcx,CEO World,2011-04-28 00:00:00,PLUG
MGP Ingredients Names Tom Pigott CFO,https://www.benzinga.com/news/15/09/5812899/mgp-ingredients-names-tom-pigott-cfo,Hal Lindon,2015-09-03 00:00:00,MGPI
Beware of the Dog,https://www.benzinga.com/trading-ideas/11/12/2219931/beware-of-the-dog,Brett Callwood,2011-12-20 00:00:00,AA
Natural Resource Partners Prices 8.5M Common Units @$12.02/Share,https://www.benzinga.com/news/14/10/4902142/natural-resource-partners-prices-8-5m-common-units-12-02share,Charles Gross,2014-10-06 00:00:00,NRP
"Flowserve Sees FY18 Adj. EPS $1.50-$1.70 vs $1.84 Est., Sales Growth 3-6%",https://www.benzinga.com/news/guidance/18/02/11212842/flowserve-sees-fy18-adj-eps-1-50-1-70-vs-1-84-est-sales-growth-3-6,Paul Quintaro,2018-02-15 00:00:00,FLS
"Invitae, Wholly-owned Subsidiary Good Start Genetics Entered into Marketing and Laboratory Services Agreement with CombiMatrix Molecular Diagnostics",https://www.benzinga.com/news/17/09/10106057/invitae-wholly-owned-subsidiary-good-start-genetics-entered-into-marketing-and-l,Charles Gross,2017-09-27 06:14:55-04:00,CBMX
20 Biggest Mid-Day Gainers For Wednesday,https://www.benzinga.com/news/17/02/9012813/20-biggest-mid-day-gainers-for-wednesday,Lisa Levin,2017-02-08 13:34:13-04:00,JIVE
"David Tepper, Appaloosa Management's Portfolio Increased Its Value By 40% In Q1",https://www.benzinga.com/trading-ideas/long-ideas/15/05/5517101/david-tepper-appaloosa-managements-portfolio-increased-its-va,Javier Hasse,2015-05-18 00:00:00,MU
EA Will Continue To Guide Low And Beat Through 2018,https://www.benzinga.com/analyst-ratings/analyst-color/17/02/8977235/ea-will-continue-to-guide-low-and-beat-through-2018,Jim Swanson,2017-02-01 00:00:00,EA
"PROS Holdings, Inc. Q3 Adj. EPS $(0.13) Beats $(0.19) Estimate, Sales $49.1M Beat $48.2M Estimate",https://www.benzinga.com/news/earnings/18/10/12571547/pros-holdings-inc-q3-adj-eps-0-13-beats-0-19-estimate-sales-49-1m-beat-,Benzinga Newsdesk,2018-10-25 00:00:00,PRO
23 Ways To Say 'I'm A Contrarian Investor',https://www.benzinga.com/analyst-ratings/analyst-color/16/03/7755836/23-ways-to-say-im-a-contrarian-investor,Wayne Duggan,2016-03-24 00:00:00,NSM
"After Stellar July, ETFs Shed $15 Billion In August",https://www.benzinga.com/markets/bonds/13/09/3883177/after-stellar-july-etfs-shed-15-billion-in-august,ETF Professor,2013-09-03 00:00:00,BLK
"Could These Other Marcellus Shale Companies Be Acquired? (CHK, RRC, XCO)",https://www.benzinga.com/news/10/11/593495/could-these-other-marcellus-shale-companies-be-acquired-chk-rrc-xco,Roger Nachman,2010-11-09 00:00:00,COP
Comcast Shares @$38.79 Premarket following 2:1 Split,https://www.benzinga.com/news/17/02/9073050/comcast-shares-38-79-premarket-following-2-1-split,Charles Gross,2017-02-21 00:00:00,CMCSA
Alliance Data Announces New Multi-year Agreement With Blue Nile,https://www.benzinga.com/news/12/05/2574442/alliance-data-announces-new-multi-year-agreement-with-blue-nile,Eddie Staley,2012-05-10 00:00:00,NILE
"GSE Awarded Two International Projects to Modernize Nuclear Simulators, Increasing Company Backlog by More Than $6 Million",https://www.benzinga.com/news/16/09/8427307/gse-awarded-two-international-projects-to-modernize-nuclear-simulators-increasing,Paul Quintaro,2016-09-06 00:00:00,GVP
"American Independence Reports Q4 EPS $0.03 vs $0.26 in Same Qtr. Last Year, Sales $47.4M vs $40.6M YoY",https://www.benzinga.com/news/earnings/16/06/8072716/american-independence-reports-q4-eps-0-03-vs-0-26-in-same-qtr-last-year-,Paul Quintaro,2016-06-06 08:53:39-04:00,AMIC
Coca-Cola Reports Expecting to be Below Long-Term EPS Growth Outlook in 2014,https://www.benzinga.com/news/14/10/4938246/coca-cola-reports-expecting-to-be-below-long-term-eps-growth-outlook-in-2014,Paul Quintaro,2014-10-21 00:00:00,KO
"ETFs to Watch December 7, 2011",https://www.benzinga.com/trading-ideas/long-ideas/11/12/2182052/etfs-to-watch-december-7-2011,ETF Professor,2011-12-06 00:00:00,FXP
Market Wrap For January 7: Markets Reverse 3-Day Slump,https://www.benzinga.com/news/14/01/4199997/market-wrap-for-january-7-markets-reverse-3-day-slump,Jayson Derrick,2014-01-07 00:00:00,LMCA
Benzinga's Top Upgrades,https://www.benzinga.com/analyst-ratings/upgrades/16/11/8690769/benzingas-top-upgrades,Lisa Levin,2016-11-14 00:00:00,DGX
"MEDNAX Reports Purchase Of Women's Radiology Associates In Houston, Texas, No Terms Disclosed",https://www.benzinga.com/news/m-a/18/04/11563146/mednax-reports-purchase-of-womens-radiology-associates-in-houston-texas-no-t,Paul Quintaro,2018-04-24 00:00:00,MD
"UPDATE: Darden Will Seek Spin-Off or Sale of Red Lobster, CFO Richmond Will Become CFO of Red Lobster",https://www.benzinga.com/news/13/12/4167672/update-darden-will-seek-spin-off-or-sale-of-red-lobster-cfo-richmond-will-become-,Paul Quintaro,2013-12-19 00:00:00,DRI
6 Undervalued Utility Stocks for the Beginning of 2013,https://www.benzinga.com/markets/12/12/3168383/6-undervalued-utility-stocks-for-the-beginning-of-2013,investingdaily,2012-12-12 00:00:00,ITC
"PVH, SOMX Featured In After Hours Session Yesterday",https://www.benzinga.com/markets/company-news/186529/pvh-somx-featured-in-after-hours-session-yesterday,Monica Gerson,2010-03-23 00:00:00,PVH
Agria Stated It Knows of No Material Events That Would Cause Unusual Market Activity,https://www.benzinga.com/news/11/07/1790590/agria-stated-it-knows-of-no-material-events-that-would-cause-unusual-market-activ,Eddie Staley,2011-07-21 00:00:00,GRO
Epiq Systems Unveils New Data Center in China,https://www.benzinga.com/news/13/06/3661387/epiq-systems-unveils-new-data-center-in-china,Paul Quintaro,2013-06-10 00:00:00,EPIQ
"Klarman-Founded Baupost Group Increases Stake In eBay, Trims Micron and Citigroup In Q4",https://www.benzinga.com/general/hedge-funds/15/02/5242521/klarman-founded-baupost-group-increases-stake-in-ebay-trims-micron,Wayne Duggan,2015-02-14 00:00:00,OCN
"These Clean Energy ETFs Look A Little Dirty (ICLN, PBW)",https://www.benzinga.com/trading-ideas/short-ideas/46531/these-clean-energy-etfs-look-a-little-dirty-icln-pbw,ETF Professor,2009-11-29 00:00:00,ICLN
"Earnings Scheduled For December 7, 2018",https://www.benzinga.com/news/earnings/18/12/12814018/earnings-scheduled-for-december-7-2018,Lisa Levin,2018-12-07 00:00:00,BIG
"UPDATE: General Mills Sees Streamlining Completed by End of '19, Total Cost ~$120M",https://www.benzinga.com/news/15/07/5677224/update-general-mills-sees-streamlining-completed-by-end-of-19-total-cost-120m,Paul Quintaro,2015-07-16 00:00:00,GIS
Cleantech Solutions Wins $2M in New Orders for Airflow-Dyeing,https://www.benzinga.com/news/13/06/3692364/cleantech-solutions-wins-2m-in-new-orders-for-airflow-dyeing,Paul Quintaro,2013-06-20 00:00:00,CLNT
"Light, Slow & Choppy Action 09-08-2011",https://www.benzinga.com/trading-ideas/long-ideas/11/09/1907864/light-slow-choppy-action-09-08-2011,optionsXpress,2011-09-08 00:00:00,LOW
"CFRA Maintains Strong Sell on Allscripts Healthcare, Lowers Price Target to $6",https://www.benzinga.com/news/20/03/15469220/cfra-maintains-strong-sell-on-allscripts-healthcare-lowers-price-target-to-6,Benzinga_Newsdesk,2020-03-03 00:00:00,MDRX
Bell to Acquire CTV,https://www.benzinga.com/news/10/09/467081/bell-to-acquire-ctv,Benzinga Staff,2010-09-10 00:00:00,BCE
"Merck & Co Q4 Adj. EPS $1.16 Beats $1.15 Estimate, Sales $11.87B Miss $11.98B Estimate",https://www.benzinga.com/news/earnings/20/02/15256557/merck-co-q4-adj-eps-1-16-beats-1-15-estimate-sales-11-87b-miss-11-98b-estimate,Benzinga Newsdesk,2020-02-05 00:00:00,MRK
"Thursday's Stocks to Watch, Mar 14",https://www.benzinga.com/markets/13/03/3414814/thursdays-stocks-to-watch-mar-14,António Costa,2013-03-14 00:00:00,BBRY
Globalstar Shares Spike Higher After-Hours on Jim Cramer/Mad Money Mention,https://www.benzinga.com/media/cnbc/14/07/4675971/globalstar-shares-spike-higher-after-hours-on-jim-cramermad-money-mention,Charles Gross,2014-07-01 00:00:00,GSAT
Craig-Hallum Downgrades Lattice Semiconductor from Buy to Hold,https://www.benzinga.com/analyst-ratings/downgrades/12/06/2672057/craig-hallum-downgrades-lattice-semiconductor-from-buy-to-h,Joe Young,2012-06-15 00:00:00,LSCC
Mid-Day Market Update: Hub Group Slides On Downbeat Q1 Results; Medigus Share Jump,https://www.benzinga.com/news/earnings/20/05/15935540/mid-day-market-update-hub-group-slides-on-downbeat-q1-results-medigus-share-jump,Lisa Levin,2020-05-01 12:23:04-04:00,ASGN
"Top Performing Small Cap Stocks: Friday 6/17 (NCT, AXN, BPZ, PRMW, ZRAN)",https://www.benzinga.com/11/06/1204124/top-performing-small-cap-stocks-friday-617-nct-axn-bpz-prmw-zran,Kevin McElroy,2011-06-20 00:00:00,AXN
"CPSC Reporting Polaris Has Recalled ~16.5K Off-Highway Vehicles, Citing Crash Hazard",https://www.benzinga.com/news/14/02/4342500/cpsc-reporting-polaris-has-recalled-16-5k-off-highway-vehicles-citing-crash-hazar,Paul Quintaro,2014-02-25 00:00:00,PII
Mid-Morning Market Update: Markets Open Higher; Johnson & Johnson Posts Mixed Q4 Results,https://www.benzinga.com/news/earnings/20/01/15163941/mid-morning-market-update-markets-open-higher-johnson-johnson-posts-mixed-q4-results,Lisa Levin,2020-01-22 00:00:00,NVAX
30 Stocks Moving in Wednesday's Pre-Market Session,https://www.benzinga.com/news/20/04/15806117/30-stocks-moving-in-wednesdays-pre-market-session,Lisa Levin,2020-04-15 00:00:00,DAL
"Must Watch Stocks for August 14, 2015",https://www.benzinga.com/news/earnings/15/08/5766157/must-watch-stocks-for-august-14-2015,Monica Gerson,2015-08-14 00:00:00,JWN
Mid-Morning Market Update: Markets Open Lower; Pfizer Tops Q2 Views,https://www.benzinga.com/news/earnings/16/08/8291231/mid-morning-market-update-markets-open-lower-pfizer-tops-q2-views,Lisa Levin,2016-08-02 00:00:00,ADXS
Benzinga's Top Initiations,https://www.benzinga.com/analyst-ratings/initiation/15/12/6037072/benzingas-top-initiations,Lisa Levin,2015-12-10 00:00:00,PE
KeyBanc Downgrades AK Steel Holding to Underweight,https://www.benzinga.com/news/16/08/8371945/keybanc-downgrades-ak-steel-holding-to-underweight,Paul Quintaro,2016-08-19 00:00:00,AKS
The Longest Dividend-Paying REITs In The U.S.,https://www.benzinga.com/trading-ideas/long-ideas/15/09/5849728/the-longest-dividend-paying-reits-in-the-u-s,GilverBook,2015-09-18 00:00:00,BHP
Stocks That Hit 52-Week Highs On Thursday,https://www.benzinga.com/news/19/11/14757267/stocks-that-hit-52-week-highs-on-thursday,Lisa Levin,2019-11-07 00:00:00,GPK
A10 Reaffirms Q1 Guidance,https://www.benzinga.com/news/20/03/15671510/a10-reaffirms-q1-guidance,Benzinga Newsdesk,2020-03-26 08:02:25-04:00,ATEN
5 Top Stocks with the Most Cash,https://www.benzinga.com/18156/financials/5-top-stocks-with-the-most-cash,Monica Gerson,2009-09-29 00:00:00,PRE
3M Wins $80M Contract to Supply Combat Helmets to United States Marine Corps,https://www.benzinga.com/news/13/09/3901723/3m-wins-80m-contract-to-supply-combat-helmets-to-united-states-marine-corps,Eddie Staley,2013-09-10 00:00:00,MMM
"Piper Jaffray Lowers Estimates for Movie Names (RGC, CNK, CKEC, IMAX)",https://www.benzinga.com/analyst-ratings/analyst-color/10/06/313248/piper-jaffray-lowers-estimates-for-movie-names-rgc-cnk-ck,Michael J. Zerinskas,2010-06-03 00:00:00,IMAX
"Benzinga's Top Upgrades, Downgrades For March 11, 2020",https://www.benzinga.com/analyst-ratings/upgrades/20/03/15526495/benzingas-top-upgrades-downgrades-for-march-11-2020,Lisa Levin,2020-03-11 00:00:00,BURL
Highwoods Properties Reports EPS of $0.61 vs. $0.61 Estimate; Revenues $115.6M vs. $117.85M Estimate,https://www.benzinga.com/news/earnings/11/05/1049580/highwoods-properties-reports-eps-of-0-61-vs-0-61-estimate-revenues-115-6,Benzinga Staff,2011-05-02 00:00:00,HIW
"Canaccord Genuity Initiates Coverage On Hydrogenics with Speculative Buy Rating, Announces $8.75 Price Target",https://www.benzinga.com/news/19/01/12991470/canaccord-genuity-initiates-coverage-on-hydrogenics-with-speculative-buy-rating-,Vick Meyer,2019-01-16 00:00:00,HYGS
"The Daily Biotech Pulse: Puma Biotech Earnings, Mersana Offering, Orphan Drug Designation For Ascendis",https://www.benzinga.com/general/biotech/19/03/13276510/the-daily-biotech-pulse-puma-biotech-earnings-mersana-offering-orphan,Shanthi Rexaline,2019-03-01 00:00:00,AVEO
Shares of several Chinese companies are trading higher after data from China eased concerns of global growth slowing. Tensions in Hong Kong are also easing on the withdrawal of the extradition bill. The protests are seen as a potential disruptor to global growth.,https://www.benzinga.com/markets/wiim/19/09/14375870/shares-of-several-chinese-companies-are-trading-higher-after-data-from-china-eased-concerns-of-globa,Benzinga Newsdesk,2019-09-04 00:00:00,JD
2 Stocks to Watch in Mobile Gaming,https://www.benzinga.com/trading-ideas/long-ideas/11/04/993239/2-stocks-to-watch-in-mobile-gaming,Robert Irr,2011-04-11 00:00:00,ATVI
Oracle shares are trading lower after the market reported worse-than-expected Q1 sales results.,https://www.benzinga.com/markets/wiim/19/09/14417001/oracle-shares-are-trading-lower-after-the-market-reported-worse-than-expected-q1-sales-results,Benzinga Newsdesk,2019-09-11 00:00:00,ORCL
Stocks That Hit 52-Week Highs On Thursday,https://www.benzinga.com/news/20/02/15270346/stocks-that-hit-52-week-highs-on-thursday,Lisa Levin,2020-02-06 00:00:00,LDOS
"Barron's Picks And Pans: Netflix, Raytheon, Spotify, Taiwan Semi And More",https://www.benzinga.com/media/19/10/14550195/barrons-picks-and-pans-netflix-raytheon-spotify-taiwan-semi-and-more,Nelson Hem,2019-10-05 00:00:00,ETFC
Benzinga's Top Upgrades,https://www.benzinga.com/analyst-ratings/upgrades/16/05/8017629/benzingas-top-upgrades,Monica Gerson,2016-05-23 00:00:00,ELY
Mid-Day Market Update: Pharmacyclics Surges On Strong Preliminary 2014 Results; Fresh Market Shares Slip,https://www.benzinga.com/news/earnings/15/01/5143493/mid-day-market-update-pharmacyclics-surges-on-strong-preliminary-2014-re,Garrett Cook,2015-01-13 00:00:00,ECOM
Knight EVP and CFO Steven Bisgay Adds Responsibility as Chief Operating Officer,https://www.benzinga.com/news/12/09/2928341/knight-evp-and-cfo-steven-bisgay-adds-responsibility-as-chief-operating-officer,Eddie Staley,2012-09-20 00:00:00,KCG
"DTS Reports Q4 EPS $0.34, Rev. $35.2M",https://www.benzinga.com/news/earnings/15/03/5289919/dts-reports-q4-eps-0-34-rev-35-2m,Hal Lindon,2015-03-02 00:00:00,DTSI
Markel Reports FY17 EPS $25.81 vs $31.27 In FY16,https://www.benzinga.com/news/earnings/18/02/11145349/markel-reports-fy17-eps-25-81-vs-31-27-in-fy16,Paul Quintaro,2018-02-06 00:00:00,MKL
2 Technical Traders Bearish On Oil Stocks,https://www.benzinga.com/trading-ideas/technicals/15/01/5143707/2-technical-traders-bearish-on-oil-stocks,Kevin Riley,2015-01-13 00:00:00,COP
"GBP/USD to Target 5-Year Highs as U.K. 1Q GDP Fuels Rate Expectations -David Song, Currency Analyst at DailyFX",https://www.benzinga.com/news/14/04/4504828/gbpusd-to-target-5-year-highs-as-u-k-1q-gdp-fuels-rate-expectations-david-song-cu,Eddie Staley,2014-04-28 00:00:00,FXB
Genesco Raises FY20 EPS Guidance From $3.35-$3.75 To $3.80-$4.20 vs $3.67 Estimate,https://www.benzinga.com/news/19/09/14388877/genesco-raises-fy20-eps-guidance-from-3-35-3-75-to-3-80-4-20-vs-3-67-estimate,Benzinga Newsdesk,2019-09-06 00:00:00,GCO
"Avianca Holdings, Advent International Partner For 30% Shareholding interest In LifeMiles",https://www.benzinga.com/news/15/07/5667370/avianca-holdings-advent-international-partner-for-30-shareholding-interest-in-lif,Hal Lindon,2015-07-13 00:00:00,AVH
"SunTrust Robinson Humphrey Initiates Coverage On KAR Auction Services with Buy Rating, Announces $65.00 Price Target",https://www.benzinga.com/news/18/03/11409035/suntrust-robinson-humphrey-initiates-coverage-on-kar-auction-services-with-buy-r,Eddie Staley,2018-03-23 00:00:00,KAR
"Benzinga's M&A Chatter for Monday April 29, 2013",https://www.benzinga.com/news/13/04/3539911/benzingas-m-a-chatter-for-monday-april-29-2013,Charles Gross,2013-04-29 00:00:00,ACT
Piper Jaffray: ISIS Pharmaceuticals Initiates Phase I Study,https://www.benzinga.com/analyst-ratings/analyst-color/12/03/2405195/piper-jaffray-isis-pharmaceuticals-initiates-phase-i-stu,Delores Land,2012-03-07 00:00:00,ISIS
"The Market In 5 Minutes: Gun Bump Stocks, AT&T-Time Warner, Walmart's Drop",https://www.benzinga.com/news/18/02/11233639/the-market-in-5-minutes-gun-bump-stocks-at-t-time-warner-walmarts-drop,Benzinga Newsdesk,2018-02-21 00:00:00,MOS
"Evercore Partners Initiates Linkedin At Equal-weight, $70 PT",https://www.benzinga.com/analyst-ratings/11/06/1160721/evercore-partners-initiates-linkedin-at-equal-weight-70-pt,Joe Young,2011-06-13 00:00:00,LNKD
Agrium Names Steve Douglas as CFO,https://www.benzinga.com/news/14/08/4797272/agrium-names-steve-douglas-as-cfo,Paul Quintaro,2014-08-21 00:00:00,AGU
"Shares of several Chinese companies are trading lower as the Wuhan coronavirus continues to spread throughout the country, prompting travel bans in multiple Chinese cities. Reports say the death toll rose to 80 as of the end of Sunday with more than 2,700 people now infected.",https://www.benzinga.com/wiim/20/01/15187292/shares-of-several-chinese-companies-are-trading-lower-as-the-wuhan-coronavirus-continues-to-spread-t,Benzinga Newsdesk,2020-01-27 00:00:00,CHU
"KeyBanc Starts Lab Corp Of America At Overweight, But Indebtedness Is A Concern",https://www.benzinga.com/analyst-ratings/analyst-color/15/06/5598684/keybanc-starts-lab-corp-of-america-at-overweight-but-ind,Jim Swanson,2015-06-16 00:00:00,LH
"Stifel Nicolaus Downgrades Alexion Pharmaceuticals to Hold, Lowers Price Target to $130",https://www.benzinga.com/news/18/08/12152582/stifel-nicolaus-downgrades-alexion-pharmaceuticals-to-hold-lowers-price-target-t,Benzinga_Newsdesk,2018-08-07 00:00:00,ALXN
PreMarket Info Recap for September 19: Throwing In The Towel,https://www.benzinga.com/trading-ideas/technicals/13/09/3926588/premarket-info-recap-for-september-19-throwing-in-the-towel,PreMarketInfo,2013-09-19 00:00:00,PIR
"Aurinia to Hold Conference Call and Webcast at 8:00am ET on Tuesday, January 22, 2019 to Discuss Results of Phase 2 Head-to-Head Study of Voclosporin Ophthalmic Solution vs Restasis for the Treatment of Dry Eye Syndrome",https://www.benzinga.com/news/19/01/13013148/aurinia-to-hold-conference-call-and-webcast-at-8-00am-et-on-tuesday-january-22-2,Charles Gross,2019-01-21 00:00:00,AUPH
"UPDATE: P&G Maintains FY18 Organic Sales Growth Guidance Of 2-3%, Core EPS Growth 5-7% vs Core EPS Of $3.92 For FY17",https://www.benzinga.com/news/guidance/17/10/10204306/update-p-g-maintains-fy18-organic-sales-growth-guidance-of-2-3-core-eps,Paul Quintaro,2017-10-20 00:00:00,PG
Citigroup Initiates Hold Rating on Illumina Inc. (ILMN),https://www.benzinga.com/analyst-ratings/analyst-color/10/06/356444/citigroup-initiates-hold-rating-on-illumina-inc-ilmn,Michael J. Zerinskas,2010-06-30 00:00:00,ILMN
UPDATE: Alliant Energy Q1 Net Profit Drops 51%,https://www.benzinga.com/news/earnings/12/05/2559002/update-alliant-energy-q1-net-profit-drops-51,Lisa Levin,2012-05-04 00:00:00,LNT
Benzinga's Top Initiations,https://www.benzinga.com/analyst-ratings/initiation/13/06/3695854/benzingas-top-initiations,Lisa Levin,2013-06-21 00:00:00,IRWD
Energy Recovery Confirms Purchase Order for Middle East Gas Processing Project For Up to $11 Million,https://www.benzinga.com/news/16/07/8226714/energy-recovery-confirms-purchase-order-for-middle-east-gas-processing-project-fo,Paul Quintaro,2016-07-18 00:00:00,ERII
Goldcorp Secures Construction Permit For Cerro Negro Project,https://www.benzinga.com/news/11/12/2212525/goldcorp-secures-construction-permit-for-cerro-negro-project,Allie Wickman,2011-12-16 00:00:00,GG
"Benzinga's Top Upgrades, Downgrades For August 5, 2019",https://www.benzinga.com/analyst-ratings/upgrades/19/08/14200838/benzingas-top-upgrades-downgrades-for-august-5-2019,Lisa Levin,2019-08-05 00:00:00,OEC
S&P Lifts Rating On Precision Castparts,https://www.benzinga.com/analyst-ratings/analyst-color/10/08/444783/s-p-lifts-rating-on-precision-castparts,Gordon Wilcox,2010-08-26 00:00:00,PCP
68 Biggest Movers From Yesterday,https://www.benzinga.com/news/19/12/15023208/68-biggest-movers-from-yesterday,Lisa Levin,2019-12-20 05:34:10-04:00,MSBF
